locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMPIKKCB_02989	CDS	927	xerC_4		COG4973	Tyrosine recombinase XerC
AMPIKKCB_02990	CDS	624	rhtB_4		COG1280	Homoserine/homoserine lactone efflux protein
AMPIKKCB_02991	CDS	603	mhpC	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
AMPIKKCB_02992	CDS	924	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
AMPIKKCB_02993	CDS	846	dapF	5.1.1.7		Diaminopimelate epimerase
AMPIKKCB_02994	CDS	1251	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
AMPIKKCB_02995	CDS	225				hypothetical protein
AMPIKKCB_02996	CDS	1479	cycA_4		COG1113	D-serine/D-alanine/glycine transporter
AMPIKKCB_02997	CDS	1389	radA	3.6.4.-	COG1066	DNA repair protein RadA
AMPIKKCB_02998	CDS	978				hypothetical protein
AMPIKKCB_02999	CDS	975	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
AMPIKKCB_03000	CDS	1068	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
AMPIKKCB_03001	CDS	393				hypothetical protein
AMPIKKCB_03002	CDS	792	fdhD		COG1526	Sulfur carrier protein FdhD
AMPIKKCB_03003	CDS	2409	ydeP		COG0243	Protein YdeP
AMPIKKCB_03004	CDS	1158	garK	2.7.1.165	COG1929	Glycerate 2-kinase
AMPIKKCB_03005	CDS	567				hypothetical protein
AMPIKKCB_03006	CDS	783				hypothetical protein
AMPIKKCB_03007	CDS	606	drgA			Protein DrgA
AMPIKKCB_03008	CDS	576				hypothetical protein
AMPIKKCB_03009	CDS	1965				hypothetical protein
AMPIKKCB_03010	CDS	1263				hypothetical protein
AMPIKKCB_03011	CDS	462				hypothetical protein
AMPIKKCB_03012	CDS	3999	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
AMPIKKCB_03013	CDS	360				hypothetical protein
AMPIKKCB_03014	tRNA	90				tRNA-Ser(tga)
AMPIKKCB_03015	CDS	495	greB		COG0782	Transcription elongation factor GreB
AMPIKKCB_03016	CDS	1113	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
AMPIKKCB_03017	CDS	384				hypothetical protein
AMPIKKCB_03018	CDS	906	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
AMPIKKCB_03019	CDS	864	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
AMPIKKCB_03020	CDS	906	htpX_2	3.4.24.-	COG0501	Protease HtpX
AMPIKKCB_03021	CDS	576				hypothetical protein
AMPIKKCB_03022	CDS	3096	mexB_1		COG0841	Multidrug resistance protein MexB
AMPIKKCB_03023	CDS	1143	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
AMPIKKCB_03024	CDS	930	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
AMPIKKCB_03025	CDS	375	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
AMPIKKCB_03026	CDS	1635	groL		COG0459	60 kDa chaperonin
AMPIKKCB_03027	CDS	291	groS		COG0234	10 kDa chaperonin
AMPIKKCB_03028	CDS	9831				hypothetical protein
AMPIKKCB_03029	CDS	759	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AMPIKKCB_03030	CDS	939	yegS	2.7.1.-		lipid kinase YegS
AMPIKKCB_03031	CDS	1833	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
AMPIKKCB_03032	CDS	1518	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
AMPIKKCB_03033	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
AMPIKKCB_03034	CDS	1320	kgtP_2			Alpha-ketoglutarate permease
AMPIKKCB_03035	CDS	423				hypothetical protein
AMPIKKCB_03036	CDS	669				hypothetical protein
AMPIKKCB_03037	CDS	849	folD			Bifunctional protein FolD protein
AMPIKKCB_03038	tRNA	74				tRNA-Cys(gca)
AMPIKKCB_03039	tRNA	86				tRNA-Leu(taa)
AMPIKKCB_03040	CDS	1764				hypothetical protein
AMPIKKCB_03041	tRNA	86				tRNA-Leu(taa)
AMPIKKCB_03042	CDS	366				hypothetical protein
AMPIKKCB_03043	CDS	315				hypothetical protein
AMPIKKCB_03044	CDS	852	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
AMPIKKCB_03045	CDS	1896	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
AMPIKKCB_03046	CDS	651	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
AMPIKKCB_03047	CDS	324			COG1534	RNA-binding protein
AMPIKKCB_03048	CDS	537				hypothetical protein
AMPIKKCB_03049	CDS	588				hypothetical protein
AMPIKKCB_03050	CDS	1140	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
AMPIKKCB_03051	CDS	3231	carB_2	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
AMPIKKCB_03052	CDS	477	greA		COG0782	Transcription elongation factor GreA
AMPIKKCB_03053	CDS	633	cat	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
AMPIKKCB_03054	CDS	438	teaD		COG0589	TRAP-T-associated universal stress protein TeaD
AMPIKKCB_03055	CDS	342				DNA base-flipping protein
AMPIKKCB_03056	CDS	717				hypothetical protein
AMPIKKCB_03057	CDS	1725				hypothetical protein
AMPIKKCB_03058	CDS	1656				hypothetical protein
AMPIKKCB_03059	CDS	18543				hypothetical protein
AMPIKKCB_03060	CDS	1503	nhaP		COG0025	Na(+)/H(+) antiporter NhaP
AMPIKKCB_03061	CDS	900				hypothetical protein
AMPIKKCB_03062	CDS	924	yedI		COG2354	Inner membrane protein YedI
AMPIKKCB_03063	CDS	1014	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
AMPIKKCB_03064	CDS	891	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
AMPIKKCB_03065	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
AMPIKKCB_03066	CDS	1434	lpdG	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
AMPIKKCB_03067	CDS	1197	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
AMPIKKCB_03068	CDS	2841	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
AMPIKKCB_03069	CDS	711	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
AMPIKKCB_03070	CDS	1836	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
AMPIKKCB_03071	CDS	366	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
AMPIKKCB_03072	CDS	393	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
AMPIKKCB_03073	CDS	1275	gltA	2.3.3.16	COG0372	Citrate synthase
AMPIKKCB_03074	CDS	486				hypothetical protein
AMPIKKCB_03075	CDS	933	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
AMPIKKCB_03076	CDS	525				hypothetical protein
AMPIKKCB_03077	CDS	207				hypothetical protein
AMPIKKCB_03078	CDS	1887	rpoD		COG0568	RNA polymerase sigma factor RpoD
AMPIKKCB_03079	CDS	288				hypothetical protein
AMPIKKCB_03080	CDS	654	lipB	2.3.1.181	COG0321	Octanoyltransferase
AMPIKKCB_03081	CDS	450				hypothetical protein
AMPIKKCB_03082	CDS	1185	dhaT_2	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
AMPIKKCB_03083	CDS	1401	plaP		COG0531	Low-affinity putrescine importer PlaP
AMPIKKCB_03084	CDS	561	fldP_3			Flavodoxin FldP
AMPIKKCB_03085	CDS	381	yybR		COG1733	putative HTH-type transcriptional regulator YybR
AMPIKKCB_03086	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
AMPIKKCB_03087	CDS	1374	cysG		COG0007	Siroheme synthase
AMPIKKCB_03088	CDS	1272	serS	6.1.1.11	COG0172	Serine--tRNA ligase
AMPIKKCB_03089	CDS	789				hypothetical protein
AMPIKKCB_03090	CDS	696	lolA		COG2834	Outer-membrane lipoprotein carrier protein
AMPIKKCB_03091	CDS	258	rpmA		COG0211	50S ribosomal protein L27
AMPIKKCB_03092	CDS	312	rplU		COG0261	50S ribosomal protein L21
AMPIKKCB_03093	CDS	978	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
AMPIKKCB_03094	CDS	2061				hypothetical protein
AMPIKKCB_03095	CDS	627				hypothetical protein
AMPIKKCB_03096	CDS	1251	acrA			Multidrug efflux pump subunit AcrA
AMPIKKCB_03097	CDS	3177	mexB_2		COG0841	Multidrug resistance protein MexB
AMPIKKCB_03098	CDS	1455	oprM		COG1538	Outer membrane protein OprM
AMPIKKCB_03099	CDS	351				hypothetical protein
AMPIKKCB_03100	CDS	435				hypothetical protein
AMPIKKCB_03101	CDS	435				hypothetical protein
AMPIKKCB_03102	CDS	807	hcaB_4	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
AMPIKKCB_03103	CDS	678				hypothetical protein
AMPIKKCB_03104	CDS	2880	valS	6.1.1.9	COG0525	Valine--tRNA ligase
AMPIKKCB_03105	CDS	585				hypothetical protein
AMPIKKCB_03106	CDS	1017				hypothetical protein
AMPIKKCB_03107	CDS	906				hypothetical protein
AMPIKKCB_03108	CDS	885	cmpR_3			HTH-type transcriptional activator CmpR
AMPIKKCB_03109	CDS	1188	amtB_2			Ammonia channel
AMPIKKCB_03110	CDS	711				hypothetical protein
AMPIKKCB_03111	CDS	1335	qseC_2	2.7.13.3		Sensor protein QseC
AMPIKKCB_03112	CDS	675	qseB_2			Transcriptional regulatory protein QseB
AMPIKKCB_03113	CDS	1602	eptA_2	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
AMPIKKCB_03114	CDS	1305				hypothetical protein
AMPIKKCB_03115	CDS	1248	ampG		COG0477	Anhydromuropeptide permease
AMPIKKCB_03116	CDS	627				hypothetical protein
AMPIKKCB_03117	CDS	918				hypothetical protein
AMPIKKCB_03118	CDS	462				hypothetical protein
AMPIKKCB_03119	CDS	855	qmcA		COG0330	Protein QmcA
AMPIKKCB_03120	CDS	369				hypothetical protein
AMPIKKCB_03121	CDS	912	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
AMPIKKCB_03122	CDS	1188	prpF	5.3.3.-	COG2828	2-methyl-aconitate isomerase
AMPIKKCB_03123	CDS	1356	aroP_3		COG1113	Aromatic amino acid transport protein AroP
AMPIKKCB_03124	tRNA	74				tRNA-Arg(cct)
AMPIKKCB_03125	CDS	876	hchA_2	3.1.2.-		Protein/nucleic acid deglycase HchA
AMPIKKCB_03126	CDS	999	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
AMPIKKCB_03127	CDS	894	rhaS_8			HTH-type transcriptional activator RhaS
AMPIKKCB_03128	CDS	819	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
AMPIKKCB_03129	CDS	801				hypothetical protein
AMPIKKCB_03130	CDS	993				hypothetical protein
AMPIKKCB_03131	CDS	1035				putative HTH-type transcriptional regulator
AMPIKKCB_03132	CDS	699	kefF_2	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
AMPIKKCB_03133	CDS	1431				hypothetical protein
AMPIKKCB_03134	CDS	618	thrH	3.1.3.3	COG0560	Phosphoserine phosphatase ThrH
AMPIKKCB_03135	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
AMPIKKCB_03136	CDS	1386	wax-dgaT	2.3.1.20		O-acyltransferase WSD
AMPIKKCB_03137	CDS	174				hypothetical protein
AMPIKKCB_03138	CDS	1455	rng	3.1.26.-	COG1530	Ribonuclease G
AMPIKKCB_03139	CDS	561	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
AMPIKKCB_03140	CDS	492				hypothetical protein
AMPIKKCB_03141	CDS	858	mreC		COG1792	Cell shape-determining protein MreC
AMPIKKCB_03142	CDS	1041	mreB		COG1077	Cell shape-determining protein MreB
AMPIKKCB_03143	CDS	315	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
AMPIKKCB_03144	CDS	1479	gatA_2	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
AMPIKKCB_03145	CDS	1470	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
AMPIKKCB_03146	CDS	579	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
AMPIKKCB_03147	CDS	519				hypothetical protein
AMPIKKCB_03148	CDS	1068				hypothetical protein
AMPIKKCB_03149	CDS	750				hypothetical protein
AMPIKKCB_03150	CDS	1197	sbmA		COG1133	Peptide antibiotic transporter SbmA
AMPIKKCB_03151	CDS	1236	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
AMPIKKCB_03152	CDS	936				hypothetical protein
AMPIKKCB_03153	CDS	1476	alsT		COG1115	Amino-acid carrier protein AlsT
AMPIKKCB_03154	CDS	204				hypothetical protein
AMPIKKCB_03155	CDS	705	cnbA	1.7.1.16		Chloronitrobenzene nitroreductase
AMPIKKCB_03156	CDS	1215	bcr_2			Bicyclomycin resistance protein
AMPIKKCB_03157	CDS	2079	yccS_1		COG1289	Inner membrane protein YccS
AMPIKKCB_03158	CDS	576				hypothetical protein
AMPIKKCB_03159	CDS	2547				hypothetical protein
AMPIKKCB_03160	CDS	786				hypothetical protein
AMPIKKCB_03161	tRNA	76				tRNA-Val(tac)
AMPIKKCB_03162	tRNA	77				tRNA-Asp(gtc)
AMPIKKCB_03163	tRNA	76				tRNA-Val(tac)
AMPIKKCB_03164	tRNA	77				tRNA-Asp(gtc)
AMPIKKCB_03165	tRNA	77				tRNA-Asp(gtc)
AMPIKKCB_03166	tRNA	76				tRNA-Val(tac)
AMPIKKCB_03167	CDS	504				hypothetical protein
AMPIKKCB_03168	CDS	369	ybaN		COG2832	Inner membrane protein YbaN
AMPIKKCB_03169	CDS	909				hypothetical protein
AMPIKKCB_03170	CDS	141				hypothetical protein
AMPIKKCB_03171	CDS	1134	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
AMPIKKCB_03172	CDS	465				hypothetical protein
AMPIKKCB_03173	CDS	4521	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
AMPIKKCB_03174	CDS	2079				hypothetical protein
AMPIKKCB_03175	CDS	537				hypothetical protein
AMPIKKCB_03176	CDS	363	pleD			Response regulator PleD
AMPIKKCB_03177	CDS	384	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
AMPIKKCB_03178	CDS	639				hypothetical protein
AMPIKKCB_03179	CDS	1119	mdtA_1			Multidrug resistance protein MdtA
AMPIKKCB_03180	CDS	3099	mdtC			Multidrug resistance protein MdtC
AMPIKKCB_03181	CDS	1716	proS	6.1.1.15	COG0442	Proline--tRNA ligase
AMPIKKCB_03182	CDS	342				hypothetical protein
AMPIKKCB_03183	CDS	345				hypothetical protein
AMPIKKCB_03184	CDS	357				hypothetical protein
AMPIKKCB_03185	CDS	450				hypothetical protein
AMPIKKCB_03186	CDS	723	ygfZ			tRNA-modifying protein YgfZ
AMPIKKCB_03187	CDS	711	dsbC_2		COG1651	putative thiol:disulfide interchange protein DsbC
AMPIKKCB_03188	CDS	825				hypothetical protein
AMPIKKCB_03189	CDS	924				hypothetical protein
AMPIKKCB_03190	CDS	1110	namA_2	1.6.99.1	COG1902	NADPH dehydrogenase
AMPIKKCB_03191	CDS	2172	cntO_4			Metal-pseudopaline receptor CntO
AMPIKKCB_03192	CDS	567		3.2.2.-		Putative 3-methyladenine DNA glycosylase
AMPIKKCB_03193	CDS	825	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
AMPIKKCB_03194	CDS	291	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
AMPIKKCB_03195	CDS	462				hypothetical protein
AMPIKKCB_03196	CDS	432	mscL		COG1970	Large-conductance mechanosensitive channel
AMPIKKCB_03197	CDS	1836	typA		COG1217	GTP-binding protein TypA/BipA
AMPIKKCB_03198	CDS	1359	xanP		COG2233	Xanthine permease XanP
AMPIKKCB_03199	CDS	1014	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
AMPIKKCB_03200	CDS	1461	lysP		COG0833	Lysine-specific permease
AMPIKKCB_03201	CDS	1206	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
AMPIKKCB_03202	CDS	159				hypothetical protein
AMPIKKCB_03203	CDS	1071			COG2885	Outer membrane protein Omp38
AMPIKKCB_03204	CDS	516				hypothetical protein
AMPIKKCB_03205	CDS	1176	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
AMPIKKCB_03206	CDS	444				hypothetical protein
AMPIKKCB_03207	CDS	354				hypothetical protein
AMPIKKCB_03208	CDS	486				hypothetical protein
AMPIKKCB_03209	CDS	1644	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
AMPIKKCB_03210	CDS	2406	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
AMPIKKCB_03211	CDS	1254	oprB_2		COG3659	Porin B
AMPIKKCB_03212	CDS	1119	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
AMPIKKCB_03213	CDS	1011				putative HTH-type transcriptional regulator
AMPIKKCB_03214	CDS	1206	fadA_2	2.3.1.-	COG0183	Putative acyltransferase
AMPIKKCB_03215	CDS	2136	fadJ_2		COG1024	Fatty acid oxidation complex subunit alpha
AMPIKKCB_03216	CDS	255				hypothetical protein
AMPIKKCB_03217	CDS	861				hypothetical protein
AMPIKKCB_03218	CDS	420		2.3.1.-		Acetyltransferase
AMPIKKCB_03219	CDS	1239				hypothetical protein
AMPIKKCB_03220	CDS	630				hypothetical protein
AMPIKKCB_03221	CDS	1311	yhjE			Inner membrane metabolite transport protein YhjE
AMPIKKCB_03222	CDS	444				hypothetical protein
AMPIKKCB_03223	CDS	2724	secA		COG0653	Protein translocase subunit SecA
AMPIKKCB_03224	CDS	642		1.11.1.15	COG0450	Peroxiredoxin
AMPIKKCB_03225	CDS	777		3.-.-.-		putative metallo-hydrolase
AMPIKKCB_03226	CDS	579				hypothetical protein
AMPIKKCB_03227	CDS	1071				hypothetical protein
AMPIKKCB_03228	CDS	1287	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
AMPIKKCB_03229	CDS	897	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
AMPIKKCB_03230	CDS	804	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
AMPIKKCB_03231	CDS	1050				hypothetical protein
AMPIKKCB_03232	CDS	876				hypothetical protein
AMPIKKCB_03233	CDS	996				hypothetical protein
AMPIKKCB_03234	CDS	513				hypothetical protein
AMPIKKCB_03235	CDS	1230	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
AMPIKKCB_03236	CDS	660	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
AMPIKKCB_03237	CDS	1839	btuB_5		COG4206	Vitamin B12 transporter BtuB
AMPIKKCB_03238	CDS	579	cobO	2.5.1.-	COG2096	Cobalamin adenosyltransferase
AMPIKKCB_03239	CDS	714	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
AMPIKKCB_03240	CDS	531				hypothetical protein
AMPIKKCB_03241	CDS	1173				hypothetical protein
AMPIKKCB_03242	CDS	1443	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
AMPIKKCB_03243	CDS	687	baeR		COG0745	Transcriptional regulatory protein BaeR
AMPIKKCB_03244	CDS	1659	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
AMPIKKCB_03245	CDS	381				hypothetical protein
AMPIKKCB_03246	CDS	1803	dmdC_3	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
AMPIKKCB_03247	CDS	1782	dmdC_4	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
AMPIKKCB_03248	CDS	897	dmlR_12			HTH-type transcriptional regulator DmlR
AMPIKKCB_03249	CDS	711	gst	2.5.1.18	COG0625	Glutathione S-transferase GST-4.5
AMPIKKCB_03250	CDS	483	psiE			Protein PsiE
AMPIKKCB_03251	CDS	384				hypothetical protein
AMPIKKCB_03252	CDS	447				hypothetical protein
AMPIKKCB_03253	CDS	1464	clsA	2.7.8.-		Cardiolipin synthase A
AMPIKKCB_03254	CDS	2055			COG1629	putative TonB-dependent receptor
AMPIKKCB_03255	CDS	765				hypothetical protein
AMPIKKCB_03256	CDS	1779	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
AMPIKKCB_03257	CDS	1029				hypothetical protein
AMPIKKCB_03258	CDS	219				hypothetical protein
AMPIKKCB_03259	CDS	930				hypothetical protein
AMPIKKCB_03260	CDS	756				hypothetical protein
AMPIKKCB_03261	CDS	891				hypothetical protein
AMPIKKCB_03262	CDS	1035				hypothetical protein
AMPIKKCB_03263	CDS	765				hypothetical protein
AMPIKKCB_03264	CDS	756				hypothetical protein
AMPIKKCB_03265	CDS	1029				hypothetical protein
AMPIKKCB_03266	CDS	891				hypothetical protein
AMPIKKCB_03267	CDS	927	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AMPIKKCB_03268	CDS	2751	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
AMPIKKCB_03269	CDS	1269	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
AMPIKKCB_03270	tRNA	87				tRNA-Leu(caa)
AMPIKKCB_03271	CDS	1038	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
AMPIKKCB_03272	CDS	1002				hypothetical protein
AMPIKKCB_03273	CDS	1029				hypothetical protein
AMPIKKCB_03274	CDS	570				hypothetical protein
AMPIKKCB_03275	CDS	1134	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
AMPIKKCB_03276	CDS	330	yajC		COG1862	Sec translocon accessory complex subunit YajC
AMPIKKCB_03277	CDS	1902	secD		COG0342	Protein translocase subunit SecD
AMPIKKCB_03278	CDS	963	secF		COG0341	Protein translocase subunit SecF
AMPIKKCB_03279	CDS	1254	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
AMPIKKCB_03280	CDS	708				hypothetical protein
AMPIKKCB_03281	CDS	912				hypothetical protein
AMPIKKCB_03282	CDS	852	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
AMPIKKCB_03283	CDS	615	yciB		COG2917	Intracellular septation protein
AMPIKKCB_03284	CDS	303	yciI		COG2350	Protein YciI
AMPIKKCB_03285	CDS	480				hypothetical protein
AMPIKKCB_03286	CDS	1872	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
AMPIKKCB_03287	CDS	315				hypothetical protein
AMPIKKCB_03288	CDS	489				hypothetical protein
AMPIKKCB_03289	CDS	495				hypothetical protein
AMPIKKCB_03290	CDS	423		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
AMPIKKCB_03291	CDS	438	trxC	1.8.1.8	COG0526	Thioredoxin 2
AMPIKKCB_03292	CDS	897	aidA_2			Quorum-quenching protein AidA
AMPIKKCB_03293	CDS	336	blh_2	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
AMPIKKCB_03294	CDS	1194				hypothetical protein
AMPIKKCB_03295	CDS	1374	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
AMPIKKCB_03296	rRNA	111				5S ribosomal RNA
AMPIKKCB_03297	rRNA	2890				23S ribosomal RNA
AMPIKKCB_03298	tRNA	76				tRNA-Ala(tgc)
AMPIKKCB_03299	tRNA	77				tRNA-Ile(gat)
AMPIKKCB_03300	rRNA	1533				16S ribosomal RNA
AMPIKKCB_03301	CDS	504				hypothetical protein
AMPIKKCB_03302	CDS	1224	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
AMPIKKCB_03303	CDS	480	psaB	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A2
AMPIKKCB_03304	CDS	1011	cpdA_4	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AMPIKKCB_03305	CDS	1626	clsC_2	2.7.8.-	COG1502	Cardiolipin synthase C
AMPIKKCB_03306	CDS	810				hypothetical protein
AMPIKKCB_03307	CDS	1335	hflX		COG2262	GTPase HflX
AMPIKKCB_03308	CDS	372				hypothetical protein
AMPIKKCB_03309	CDS	675	cidB_2		COG1346	Holin-like protein CidB
AMPIKKCB_03310	CDS	444				hypothetical protein
AMPIKKCB_03311	CDS	840	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
AMPIKKCB_03312	CDS	813	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
AMPIKKCB_03313	CDS	975	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
AMPIKKCB_03314	CDS	429	rplM		COG0102	50S ribosomal protein L13
AMPIKKCB_03315	CDS	387	rpsI		COG0103	30S ribosomal protein S9
AMPIKKCB_03316	CDS	654	sspA		COG0625	Stringent starvation protein A
AMPIKKCB_03317	CDS	429				hypothetical protein
AMPIKKCB_03318	CDS	657				hypothetical protein
AMPIKKCB_03319	CDS	1941	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
AMPIKKCB_03320	CDS	837	echA8_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
AMPIKKCB_03321	CDS	1158	mmgC_9	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AMPIKKCB_03322	CDS	1614	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
AMPIKKCB_03323	CDS	912	fadH_3	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
AMPIKKCB_03324	CDS	1806				hypothetical protein
AMPIKKCB_03325	CDS	600	kstR2			HTH-type transcriptional repressor KstR2
AMPIKKCB_03326	CDS	1164	mmgC_10	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AMPIKKCB_03327	CDS	564				hypothetical protein
AMPIKKCB_03328	CDS	351				hypothetical protein
AMPIKKCB_03329	rRNA	111				5S ribosomal RNA
AMPIKKCB_03330	rRNA	2890				23S ribosomal RNA
AMPIKKCB_03331	tRNA	76				tRNA-Ala(tgc)
AMPIKKCB_03332	tRNA	77				tRNA-Ile(gat)
AMPIKKCB_03333	rRNA	1533				16S ribosomal RNA
AMPIKKCB_03334	CDS	1068				hypothetical protein
AMPIKKCB_03335	CDS	834				hypothetical protein
AMPIKKCB_03336	CDS	858	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
AMPIKKCB_03337	CDS	606				hypothetical protein
AMPIKKCB_03338	CDS	528				hypothetical protein
AMPIKKCB_03339	CDS	246				hypothetical protein
AMPIKKCB_03340	CDS	987	mdh	1.1.1.37		Malate dehydrogenase
AMPIKKCB_03341	CDS	663				hypothetical protein
