locus_tag	ftype	length_bp	gene	EC_number	COG	product
NJOOCDGH_04292	CDS	1023	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
NJOOCDGH_04293	CDS	1032	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
NJOOCDGH_04294	CDS	717	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NJOOCDGH_04295	CDS	1710	QRSL1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial
NJOOCDGH_04296	CDS	327				hypothetical protein
NJOOCDGH_04297	CDS	1491	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
NJOOCDGH_04298	CDS	459				hypothetical protein
NJOOCDGH_04299	CDS	819	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
NJOOCDGH_04300	CDS	2409	fpvA_2		COG4773	Ferripyoverdine receptor
NJOOCDGH_04301	CDS	429	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
NJOOCDGH_04302	CDS	888				hypothetical protein
NJOOCDGH_04303	CDS	564	yraA_2	3.2.-.-	COG0693	Putative cysteine protease YraA
NJOOCDGH_04304	CDS	801	xthA_2	3.1.11.2	COG0708	Exodeoxyribonuclease III
NJOOCDGH_04305	CDS	399	yjgH		COG0251	RutC family protein YjgH
NJOOCDGH_04306	CDS	924	pgrR_10			HTH-type transcriptional regulator PgrR
NJOOCDGH_04307	CDS	1389	prpL	3.4.21.50		Lysyl endopeptidase
NJOOCDGH_04308	CDS	282	ppiC_2	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
NJOOCDGH_04309	CDS	402				hypothetical protein
NJOOCDGH_04310	CDS	744				hypothetical protein
NJOOCDGH_04311	CDS	1296	nicP_10			Porin-like protein NicP
NJOOCDGH_04312	CDS	1644	alsS	2.2.1.6	COG0028	Acetolactate synthase
NJOOCDGH_04313	CDS	720				hypothetical protein
NJOOCDGH_04314	CDS	639	paiB		COG2808	Protease synthase and sporulation protein PAI 2
NJOOCDGH_04315	CDS	423				hypothetical protein
NJOOCDGH_04316	CDS	1023	cdhR_3		COG4977	HTH-type transcriptional regulator CdhR
NJOOCDGH_04317	CDS	729	rspR		COG1802	HTH-type transcriptional repressor RspR
NJOOCDGH_04318	CDS	1320	puuB_9	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
NJOOCDGH_04319	CDS	1329	ygcS			Inner membrane metabolite transport protein YgcS
NJOOCDGH_04320	CDS	912	dapA_4	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NJOOCDGH_04321	CDS	1491	puuC_2	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
NJOOCDGH_04322	CDS	1197	oxyE	1.14.13.232		6-methylpretetramide 4-monooxygenase
NJOOCDGH_04323	CDS	1005	vldW_2	1.14.11.52		Validamycin A dioxygenase
NJOOCDGH_04324	CDS	744	glnQ_3			Glutamine transport ATP-binding protein GlnQ
NJOOCDGH_04325	CDS	705	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
NJOOCDGH_04326	CDS	699	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
NJOOCDGH_04327	CDS	831	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
NJOOCDGH_04328	CDS	645	todT			Response regulator protein TodT
NJOOCDGH_04329	CDS	2277	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
NJOOCDGH_04330	CDS	1623		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NJOOCDGH_04331	CDS	1782	dmdC_5	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
NJOOCDGH_04332	CDS	867	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
NJOOCDGH_04333	CDS	1041	ddl_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase
NJOOCDGH_04334	CDS	1056	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
NJOOCDGH_04335	CDS	855	gltR_3		COG0583	HTH-type transcriptional regulator GltR
NJOOCDGH_04336	CDS	1167	pgl_2	3.1.1.31	COG2706	6-phosphogluconolactonase
NJOOCDGH_04337	CDS	447				hypothetical protein
NJOOCDGH_04338	CDS	1113	bepF_3			Efflux pump periplasmic linker BepF
NJOOCDGH_04339	CDS	3090	bepE			Efflux pump membrane transporter BepE
NJOOCDGH_04340	CDS	1464	ttgI_3			Toluene efflux pump outer membrane protein TtgI
NJOOCDGH_04341	CDS	1005	phzM	2.1.1.327		Phenazine-1-carboxylate N-methyltransferase
NJOOCDGH_04342	CDS	489	phzA1			Phenazine biosynthesis protein PhzA1
NJOOCDGH_04343	CDS	489	phzB1			Phenazine biosynthesis protein PhzB1
NJOOCDGH_04344	CDS	1218	aroH_3	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
NJOOCDGH_04345	CDS	624	phzD2_2	3.3.2.15		Phenazine biosynthesis protein PhzD2
NJOOCDGH_04346	CDS	1884	menF_2	5.4.4.2		Isochorismate synthase MenF
NJOOCDGH_04347	CDS	837	phzF_2	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
NJOOCDGH_04348	CDS	645	phzG_2	1.4.-.-		Phenazine biosynthesis protein PhzG
NJOOCDGH_04349	CDS	1209	phzS	1.14.13.218	COG0654	5-methylphenazine-1-carboxylate 1-monooxygenase
NJOOCDGH_04350	CDS	1245				hypothetical protein
NJOOCDGH_04351	CDS	1506				hypothetical protein
NJOOCDGH_04352	CDS	282				hypothetical protein
NJOOCDGH_04353	CDS	2163	fptA		COG4773	Fe(3+)-pyochelin receptor
NJOOCDGH_04354	CDS	1725	irtB	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtB
NJOOCDGH_04355	CDS	1713	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
NJOOCDGH_04356	CDS	1050				hypothetical protein
NJOOCDGH_04357	CDS	5430	dltA_3	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
NJOOCDGH_04358	CDS	4317	dltA_4	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
NJOOCDGH_04359	CDS	891	pchR		COG2207	Regulatory protein PchR
NJOOCDGH_04360	CDS	1644	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
NJOOCDGH_04361	CDS	756	pikAV	3.1.2.-		Thioesterase PikA5
NJOOCDGH_04362	CDS	306	pchB	4.2.99.21	COG1605	Isochorismate pyruvate lyase
NJOOCDGH_04363	CDS	1431	pchA_1	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
NJOOCDGH_04364	CDS	498	ssb		COG0629	Single-stranded DNA-binding protein
NJOOCDGH_04365	CDS	1389	yajR		COG0477	Inner membrane transport protein YajR
NJOOCDGH_04366	CDS	2838	uvrA		COG0178	UvrABC system protein A
NJOOCDGH_04367	CDS	465	bfr_2	1.16.3.1	COG2193	Bacterioferritin
NJOOCDGH_04368	CDS	1449	katA	1.11.1.6	COG0753	Catalase
NJOOCDGH_04369	CDS	390	rplQ		COG0203	50S ribosomal protein L17
NJOOCDGH_04370	CDS	1002	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
NJOOCDGH_04371	CDS	621	rpsD		COG0522	30S ribosomal protein S4
NJOOCDGH_04372	CDS	390	rpsK		COG0100	30S ribosomal protein S11
NJOOCDGH_04373	CDS	357	rpsM		COG0099	30S ribosomal protein S13
NJOOCDGH_04374	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
NJOOCDGH_04375	CDS	1329	secY		COG0201	Protein translocase subunit SecY
NJOOCDGH_04376	CDS	435	rplO		COG0200	50S ribosomal protein L15
NJOOCDGH_04377	CDS	177	rpmD		COG1841	50S ribosomal protein L30
NJOOCDGH_04378	CDS	501	rpsE		COG0098	30S ribosomal protein S5
NJOOCDGH_04379	CDS	351	rplR		COG0256	50S ribosomal protein L18
NJOOCDGH_04380	CDS	534	rplF		COG0097	50S ribosomal protein L6
NJOOCDGH_04381	CDS	393	rpsH		COG0096	30S ribosomal protein S8
NJOOCDGH_04382	CDS	306	rpsN		COG0199	30S ribosomal protein S14
NJOOCDGH_04383	CDS	540	rplE		COG0094	50S ribosomal protein L5
NJOOCDGH_04384	CDS	315	rplX		COG0198	50S ribosomal protein L24
NJOOCDGH_04385	CDS	369	rplN		COG0093	50S ribosomal protein L14
NJOOCDGH_04386	CDS	267	rpsQ		COG0186	30S ribosomal protein S17
NJOOCDGH_04387	CDS	192	rpmC		COG0255	50S ribosomal protein L29
NJOOCDGH_04388	CDS	414	rplP		COG0197	50S ribosomal protein L16
NJOOCDGH_04389	CDS	687	rpsC		COG0092	30S ribosomal protein S3
NJOOCDGH_04390	CDS	333	rplV		COG0091	50S ribosomal protein L22
NJOOCDGH_04391	CDS	276	rpsS		COG0185	30S ribosomal protein S19
NJOOCDGH_04392	CDS	822	rplB		COG0090	50S ribosomal protein L2
NJOOCDGH_04393	CDS	300	rplW		COG0089	50S ribosomal protein L23
NJOOCDGH_04394	CDS	603	rplD		COG0088	50S ribosomal protein L4
NJOOCDGH_04395	CDS	636	rplC		COG0087	50S ribosomal protein L3
NJOOCDGH_04396	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
NJOOCDGH_04397	CDS	1194	tufA_1		COG0050	Elongation factor Tu
NJOOCDGH_04398	CDS	2121	fusA		COG0480	Elongation factor G 1
NJOOCDGH_04399	CDS	471	rpsG		COG0049	30S ribosomal protein S7
NJOOCDGH_04400	CDS	372	rpsL		COG0048	30S ribosomal protein S12
NJOOCDGH_04401	CDS	4200	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
NJOOCDGH_04402	CDS	4074	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
NJOOCDGH_04403	CDS	369	rplL			50S ribosomal protein L7/L12
NJOOCDGH_04404	CDS	501	rplJ		COG0244	50S ribosomal protein L10
NJOOCDGH_04405	CDS	696	rplA		COG0081	50S ribosomal protein L1
NJOOCDGH_04406	CDS	432	rplK		COG0080	50S ribosomal protein L11
NJOOCDGH_04407	CDS	480	nusG		COG0250	Transcription termination/antitermination protein NusG
NJOOCDGH_04408	CDS	378				hypothetical protein
NJOOCDGH_04409	tRNA	76				tRNA-Trp(cca)
NJOOCDGH_04410	CDS	1194	tufA_2		COG0050	Elongation factor Tu
NJOOCDGH_04411	tRNA	76				tRNA-Thr(ggt)
NJOOCDGH_04412	tRNA	74				tRNA-Gly(tcc)
NJOOCDGH_04413	tRNA	85				tRNA-Tyr(gta)
NJOOCDGH_04414	CDS	705				hypothetical protein
NJOOCDGH_04415	CDS	747	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
NJOOCDGH_04416	CDS	939	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
NJOOCDGH_04417	rRNA	110				5S ribosomal RNA
NJOOCDGH_04418	rRNA	2886				23S ribosomal RNA
NJOOCDGH_04419	tRNA	76				tRNA-Ala(tgc)
NJOOCDGH_04420	tRNA	77				tRNA-Ile(gat)
NJOOCDGH_04421	rRNA	1531				16S ribosomal RNA
NJOOCDGH_04422	CDS	1230	sbcD		COG0420	Nuclease SbcCD subunit D
NJOOCDGH_04423	CDS	3636				hypothetical protein
NJOOCDGH_04424	CDS	2166	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
NJOOCDGH_04425	CDS	3738	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
NJOOCDGH_04426	CDS	3516	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
NJOOCDGH_04427	CDS	684				hypothetical protein
NJOOCDGH_04428	CDS	891				hypothetical protein
NJOOCDGH_04429	CDS	804	nimR_11			HTH-type transcriptional regulator NimR
NJOOCDGH_04430	CDS	1206	srpC		COG2059	putative chromate transport protein
NJOOCDGH_04431	CDS	1617				hypothetical protein
NJOOCDGH_04432	CDS	252				hypothetical protein
NJOOCDGH_04433	CDS	1470	pitA_2		COG0306	Low-affinity inorganic phosphate transporter 1
NJOOCDGH_04434	CDS	2769	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
NJOOCDGH_04435	CDS	465				hypothetical protein
NJOOCDGH_04436	CDS	483				hypothetical protein
NJOOCDGH_04437	CDS	828	rssB_4			Regulator of RpoS
NJOOCDGH_04438	CDS	1671				hypothetical protein
NJOOCDGH_04439	CDS	285				hypothetical protein
NJOOCDGH_04440	CDS	738				hypothetical protein
NJOOCDGH_04441	CDS	912				hypothetical protein
NJOOCDGH_04442	CDS	885				hypothetical protein
NJOOCDGH_04443	CDS	1266				hypothetical protein
NJOOCDGH_04444	CDS	1185				hypothetical protein
NJOOCDGH_04445	CDS	1251	sctC_4			Type 3 secretion system secretin
NJOOCDGH_04446	CDS	912				hypothetical protein
NJOOCDGH_04447	CDS	219				hypothetical protein
NJOOCDGH_04448	CDS	1899	pctC		COG0840	Methyl-accepting chemotaxis protein PctC
NJOOCDGH_04449	CDS	1491				hypothetical protein
NJOOCDGH_04450	CDS	1890	pctA		COG0840	Methyl-accepting chemotaxis protein PctA
NJOOCDGH_04451	CDS	1890	pctB		COG0840	Methyl-accepting chemotaxis protein PctB
NJOOCDGH_04452	CDS	1116	pimC	2.4.1.-		GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol dimannoside mannosyltransferase
NJOOCDGH_04453	CDS	762				hypothetical protein
NJOOCDGH_04454	CDS	1002				hypothetical protein
NJOOCDGH_04455	CDS	213				hypothetical protein
NJOOCDGH_04456	CDS	852	purU_1	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
NJOOCDGH_04457	CDS	375				hypothetical protein
NJOOCDGH_04458	CDS	1443	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
NJOOCDGH_04459	CDS	738				hypothetical protein
NJOOCDGH_04460	CDS	750				hypothetical protein
NJOOCDGH_04461	CDS	981				hypothetical protein
NJOOCDGH_04462	CDS	1572				hypothetical protein
NJOOCDGH_04463	CDS	1272				hypothetical protein
NJOOCDGH_04464	CDS	1008				hypothetical protein
NJOOCDGH_04465	CDS	1332				hypothetical protein
NJOOCDGH_04466	CDS	360				hypothetical protein
NJOOCDGH_04467	CDS	423				hypothetical protein
NJOOCDGH_04468	CDS	378				hypothetical protein
NJOOCDGH_04469	CDS	807				hypothetical protein
NJOOCDGH_04470	CDS	915	uspE_2		COG0589	Universal stress protein E
NJOOCDGH_04471	CDS	1452	pykA	2.7.1.40	COG0469	Pyruvate kinase II
NJOOCDGH_04472	CDS	774	paaF_5	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
NJOOCDGH_04473	CDS	927	ndoR	1.18.1.7		Naphthalene 1,2-dioxygenase system ferredoxin--NAD(P)(+), reductase component
NJOOCDGH_04474	CDS	1128				hypothetical protein
NJOOCDGH_04475	CDS	1524	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
NJOOCDGH_04476	CDS	1320	mntH_2			Divalent metal cation transporter MntH
NJOOCDGH_04477	CDS	309				hypothetical protein
NJOOCDGH_04478	CDS	582	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
NJOOCDGH_04479	CDS	612				hypothetical protein
NJOOCDGH_04480	CDS	1281				hypothetical protein
NJOOCDGH_04481	CDS	1158	ywiE_1	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
NJOOCDGH_04482	CDS	573				hypothetical protein
NJOOCDGH_04483	CDS	771				hypothetical protein
NJOOCDGH_04484	CDS	1485	aam_3	3.5.1.13	COG0154	Acylamidase
NJOOCDGH_04485	CDS	1320	proP_2			Proline/betaine transporter
NJOOCDGH_04486	CDS	1221	hipO_2	3.5.1.32	COG1473	Hippurate hydrolase
NJOOCDGH_04487	CDS	591				hypothetical protein
NJOOCDGH_04488	CDS	336				hypothetical protein
NJOOCDGH_04489	CDS	1116				hypothetical protein
NJOOCDGH_04490	CDS	786				hypothetical protein
NJOOCDGH_04491	CDS	897				hypothetical protein
NJOOCDGH_04492	CDS	756				hypothetical protein
NJOOCDGH_04493	CDS	777				hypothetical protein
NJOOCDGH_04494	CDS	861				hypothetical protein
NJOOCDGH_04495	CDS	573	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
NJOOCDGH_04496	CDS	303				hypothetical protein
NJOOCDGH_04497	CDS	1167	ydhP_2		COG2814	Inner membrane transport protein YdhP
NJOOCDGH_04498	CDS	1053	nemA_3	1.3.1.-	COG1902	N-ethylmaleimide reductase
NJOOCDGH_04499	CDS	243	feoC			putative [Fe-S]-dependent transcriptional repressor
NJOOCDGH_04500	CDS	2301	feoB		COG0370	Fe(2+) transporter FeoB
NJOOCDGH_04501	CDS	228	feoA		COG1918	Fe(2+) transport protein A
NJOOCDGH_04502	CDS	411				hypothetical protein
NJOOCDGH_04503	CDS	429				hypothetical protein
NJOOCDGH_04504	CDS	264				hypothetical protein
NJOOCDGH_04505	CDS	990	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
NJOOCDGH_04506	CDS	1059				hypothetical protein
NJOOCDGH_04507	CDS	903	argP_5		COG0583	HTH-type transcriptional regulator ArgP
NJOOCDGH_04508	CDS	402				hypothetical protein
NJOOCDGH_04509	CDS	603	argO		COG1279	Arginine exporter protein ArgO
NJOOCDGH_04510	CDS	582	sodB_1	1.15.1.1	COG0605	Superoxide dismutase [Fe]
NJOOCDGH_04511	CDS	2064				hypothetical protein
NJOOCDGH_04512	CDS	903				hypothetical protein
NJOOCDGH_04513	CDS	573	lemA_2		COG1704	Protein LemA
NJOOCDGH_04514	CDS	1341				hypothetical protein
NJOOCDGH_04515	CDS	1422				hypothetical protein
NJOOCDGH_04516	CDS	1065				hypothetical protein
NJOOCDGH_04517	CDS	1095				hypothetical protein
NJOOCDGH_04518	CDS	1131	mdtA_6			Multidrug resistance protein MdtA
NJOOCDGH_04519	CDS	3057	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
NJOOCDGH_04520	CDS	1197	pncB2_1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
NJOOCDGH_04521	CDS	243				hypothetical protein
NJOOCDGH_04522	CDS	705	inaA_1			Protein InaA
NJOOCDGH_04523	CDS	684				hypothetical protein
NJOOCDGH_04524	CDS	1281	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
NJOOCDGH_04525	CDS	684	czcR_3			Transcriptional activator protein CzcR
NJOOCDGH_04526	CDS	795				hypothetical protein
NJOOCDGH_04527	CDS	330				hypothetical protein
NJOOCDGH_04528	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
NJOOCDGH_04529	CDS	687				hypothetical protein
NJOOCDGH_04530	CDS	1644	groL		COG0459	60 kDa chaperonin
NJOOCDGH_04531	CDS	294	groS		COG0234	10 kDa chaperonin
NJOOCDGH_04532	CDS	468				hypothetical protein
NJOOCDGH_04533	CDS	735				hypothetical protein
NJOOCDGH_04534	CDS	759	fabG_10	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NJOOCDGH_04535	CDS	930				hypothetical protein
NJOOCDGH_04536	CDS	969				hypothetical protein
NJOOCDGH_04537	CDS	384	ogt_2	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
NJOOCDGH_04538	CDS	1785				hypothetical protein
NJOOCDGH_04539	CDS	837	mscS_1		COG0668	Small-conductance mechanosensitive channel
NJOOCDGH_04540	CDS	480				hypothetical protein
NJOOCDGH_04541	CDS	1101	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
NJOOCDGH_04542	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
NJOOCDGH_04543	CDS	2097	sasA_15	2.7.-.-		Adaptive-response sensory-kinase SasA
NJOOCDGH_04544	CDS	579	cobO	2.5.1.-	COG2096	Cobalamin adenosyltransferase
NJOOCDGH_04545	CDS	948	thiE_2	2.5.1.3		Thiamine-phosphate synthase
NJOOCDGH_04546	CDS	636	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
NJOOCDGH_04547	CDS	1218	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
NJOOCDGH_04548	CDS	2751	secA		COG0653	Protein translocase subunit SecA
NJOOCDGH_04549	CDS	924				hypothetical protein
NJOOCDGH_04550	CDS	462				hypothetical protein
NJOOCDGH_04551	CDS	912	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
NJOOCDGH_04552	CDS	1185	ftsZ		COG0206	Cell division protein FtsZ
NJOOCDGH_04553	CDS	1254	ftsA_1		COG0849	Cell division protein FtsA
NJOOCDGH_04554	CDS	864	ftsQ			Cell division protein FtsQ
NJOOCDGH_04555	CDS	960	ddl_2	6.3.2.4	COG1181	D-alanine--D-alanine ligase
NJOOCDGH_04556	CDS	1443	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
NJOOCDGH_04557	CDS	1074	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NJOOCDGH_04558	CDS	1200	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
NJOOCDGH_04559	CDS	1347	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
NJOOCDGH_04560	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NJOOCDGH_04561	CDS	1377	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NJOOCDGH_04562	CDS	1464	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
NJOOCDGH_04563	CDS	1740	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
NJOOCDGH_04564	CDS	294	ftsL		COG3116	Cell division protein FtsL
NJOOCDGH_04565	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
NJOOCDGH_04566	CDS	405	mraZ		COG2001	Transcriptional regulator MraZ
NJOOCDGH_04567	CDS	849	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
NJOOCDGH_04568	CDS	1815	lpoA		COG3107	Penicillin-binding protein activator LpoA
NJOOCDGH_04569	CDS	246				hypothetical protein
NJOOCDGH_04570	CDS	594	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
NJOOCDGH_04571	CDS	579				hypothetical protein
NJOOCDGH_04572	CDS	408	sspB		COG2969	Stringent starvation protein B
NJOOCDGH_04573	CDS	618	sspA_2		COG0625	Stringent starvation protein A
NJOOCDGH_04574	CDS	783	petC		COG2857	Ammonia monooxygenase gamma subunit
NJOOCDGH_04575	CDS	1212	petB		COG1290	Cytochrome b
NJOOCDGH_04576	CDS	594	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
NJOOCDGH_04577	CDS	393	rpsI		COG0103	30S ribosomal protein S9
NJOOCDGH_04578	CDS	429	rplM		COG0102	50S ribosomal protein L13
NJOOCDGH_04579	CDS	1038	tas		COG0667	Protein tas
NJOOCDGH_04580	CDS	1137	mmgC_7	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
NJOOCDGH_04581	CDS	999	cdhR_4		COG4977	HTH-type transcriptional regulator CdhR
NJOOCDGH_04582	CDS	963				hypothetical protein
NJOOCDGH_04583	CDS	1095	zapE_2		COG1485	Cell division protein ZapE
NJOOCDGH_04584	CDS	1347				hypothetical protein
NJOOCDGH_04585	CDS	630				hypothetical protein
NJOOCDGH_04586	CDS	447				hypothetical protein
NJOOCDGH_04587	CDS	1902	cysNC		COG0529	Bifunctional enzyme CysN/CysC
NJOOCDGH_04588	CDS	918	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
NJOOCDGH_04589	CDS	1104	mltB_2	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
NJOOCDGH_04590	CDS	759			COG0327	GTP cyclohydrolase 1 type 2 
NJOOCDGH_04591	CDS	1170	degS	3.4.21.107	COG0265	Serine endoprotease DegS
NJOOCDGH_04592	CDS	1056	hisC_5	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
NJOOCDGH_04593	CDS	1323	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
NJOOCDGH_04594	CDS	636	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
NJOOCDGH_04595	CDS	1266	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NJOOCDGH_04596	CDS	240	ibaG		COG5007	Acid stress protein IbaG
NJOOCDGH_04597	CDS	309				hypothetical protein
NJOOCDGH_04598	CDS	648	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
NJOOCDGH_04599	CDS	474	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
NJOOCDGH_04600	CDS	798	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
NJOOCDGH_04601	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
NJOOCDGH_04602	CDS	93				hypothetical protein
NJOOCDGH_04603	CDS	975	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
NJOOCDGH_04604	CDS	540	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
NJOOCDGH_04605	CDS	573	lptC			Lipopolysaccharide export system protein LptC
NJOOCDGH_04606	CDS	528	lptA		COG1934	Lipopolysaccharide export system protein LptA
NJOOCDGH_04607	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NJOOCDGH_04608	CDS	1494	rpoN		COG1508	RNA polymerase sigma-54 factor
NJOOCDGH_04609	CDS	309	hpf		COG1544	Ribosome hibernation promoting factor
NJOOCDGH_04610	CDS	465	ptsN		COG1762	Nitrogen regulatory protein
NJOOCDGH_04611	CDS	861	rapZ		COG1660	RNase adapter protein RapZ
NJOOCDGH_04612	CDS	273	ptsH		COG1925	Phosphocarrier protein HPr
NJOOCDGH_04613	CDS	903	zupT		COG0428	Zinc transporter ZupT
NJOOCDGH_04614	CDS	612	sodB_2	1.15.1.1		Superoxide dismutase [Mn/Fe]
NJOOCDGH_04615	CDS	450				hypothetical protein
NJOOCDGH_04616	CDS	1377	fumC_2	4.2.1.2	COG0114	Fumarate hydratase class II
NJOOCDGH_04617	CDS	396				hypothetical protein
NJOOCDGH_04618	CDS	1350	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
NJOOCDGH_04619	CDS	525				hypothetical protein
NJOOCDGH_04620	CDS	1443	tldD	3.4.-.-	COG0312	Metalloprotease TldD
NJOOCDGH_04621	CDS	849	nit1	3.5.1.128		Deaminated glutathione amidase
NJOOCDGH_04622	CDS	3831				hypothetical protein
NJOOCDGH_04623	CDS	1458	rng	3.1.26.-	COG1530	Ribonuclease G
NJOOCDGH_04624	CDS	606	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
NJOOCDGH_04625	CDS	495	mreD		COG2891	Rod shape-determining protein MreD
NJOOCDGH_04626	CDS	993	mreC		COG1792	Cell shape-determining protein MreC
NJOOCDGH_04627	CDS	1038	mreB		COG1077	Cell shape-determining protein MreB
NJOOCDGH_04628	CDS	291	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
NJOOCDGH_04629	CDS	1455	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
